trade_number,entry_time,route,quantity,buy_entry,buy_exit,buy_net,buy_commission,buy_exit_signal,sell_entry,sell_exit,sell_net,sell_commission,sell_exit_signal,entry_dt,month,year,control_pair_net,buy_target,sell_target,control_outcome,reference_price,target_points,derived_buy_target,derived_sell_target,scenario,entry_slip_ticks,candidate_direction,candidate_entry,candidate_exit,candidate_exit_reason,candidate_net,delta_vs_control,continuity_assumption,known_crisis_case
238,2020-07-28 09:30,NY,2,10631.25,10644.0,501.0,9.0,NQ09B BUY NY N130 TP2,10630.75,10632.0,-59.0,9.0,NQ09B SELL NY STOP,2020-07-28 09:30:00,2020-07,2020,442.0,True,False,BUY_TARGET,10631.0,12.75,10644.0,10618.0,CONTROL_DERIVED_2T_ENTRY_SLIP,2,BUY,10632.25,10644.0,ORIGINAL_TARGET,461.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
239,2020-07-29 09:30,NY,2,10589.0,10587.75,-59.0,9.0,NQ09B BUY NY STOP,10588.5,10589.75,-59.0,9.0,NQ09B SELL NY STOP,2020-07-29 09:30:00,2020-07,2020,-118.0,False,False,DOUBLE_STOP,10588.75,12.75,10601.75,10575.75,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,10590.0,10587.75,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
240,2020-07-29 18:00,WEEKDAY_PREMIUM,2,10700.25,10699.0,-59.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,10699.75,10701.0,-59.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2020-07-29 18:00:00,2020-07,2020,-118.0,False,False,DOUBLE_STOP,10700.0,8.0,10708.25,10691.75,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,10701.25,10699.0,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
241,2020-07-30 09:30,NY,2,10566.75,10565.5,-59.0,9.0,NQ09B BUY NY STOP,10566.25,10553.5,501.0,9.0,NQ09B SELL NY N130 TP2,2020-07-30 09:30:00,2020-07,2020,442.0,False,True,SELL_TARGET,10566.5,12.75,10579.5,10553.5,CONTROL_DERIVED_2T_ENTRY_SLIP,2,SELL,10565.25,10553.5,ORIGINAL_TARGET,461.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
242,2020-07-30 18:00,WEEKDAY_PREMIUM,2,10906.75,10914.75,311.0,9.0,NQ09B BUY WEEKDAY 1800 D80,10906.25,10907.5,-59.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2020-07-30 18:00:00,2020-07,2020,252.0,True,False,BUY_TARGET,10906.5,8.0,10914.75,10898.25,CONTROL_DERIVED_2T_ENTRY_SLIP,2,BUY,10907.75,10914.75,ORIGINAL_TARGET,271.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
243,2020-07-31 09:30,NY,2,10896.0,10894.75,-59.0,9.0,NQ09B BUY NY STOP,10895.5,10896.75,-59.0,9.0,NQ09B SELL NY STOP,2020-07-31 09:30:00,2020-07,2020,-118.0,False,False,DOUBLE_STOP,10895.75,12.75,10908.75,10882.75,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,10897.0,10894.75,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
244,2020-08-02 18:00,WEEKLY,2,10933.5,10941.5,311.0,9.0,NQ09B BUY WEEKLY W80,10933.0,10934.25,-59.0,9.0,NQ09B SELL WEEKLY STOP,2020-08-02 18:00:00,2020-08,2020,252.0,True,False,BUY_TARGET,10933.25,8.0,10941.5,10925.0,CONTROL_DERIVED_2T_ENTRY_SLIP,2,BUY,10934.5,10941.5,ORIGINAL_TARGET,271.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
245,2020-08-03 09:30,NY,2,10987.5,10986.25,-59.0,9.0,NQ09B BUY NY STOP,10987.0,10988.25,-59.0,9.0,NQ09B SELL NY STOP,2020-08-03 09:30:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,10987.25,12.75,11000.25,10974.25,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,10988.5,10986.25,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
246,2020-08-04 09:30,NY,2,11015.25,11014.0,-59.0,9.0,NQ09B BUY NY STOP,11014.75,11016.0,-59.0,9.0,NQ09B SELL NY STOP,2020-08-04 09:30:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,11015.0,12.75,11028.0,11002.0,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,11016.25,11014.0,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
247,2020-08-05 09:30,NY,2,11101.5,11100.25,-59.0,9.0,NQ09B BUY NY STOP,11101.0,11102.25,-59.0,9.0,NQ09B SELL NY STOP,2020-08-05 09:30:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,11101.25,12.75,11114.25,11088.25,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,11102.5,11100.25,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
248,2020-08-06 09:30,NY,2,11099.0,11097.75,-59.0,9.0,NQ09B BUY NY STOP,11098.5,11099.75,-59.0,9.0,NQ09B SELL NY STOP,2020-08-06 09:30:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,11098.75,12.75,11111.75,11085.75,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,11100.0,11097.75,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
249,2020-08-07 09:30,NY,2,11233.0,11231.75,-59.0,9.0,NQ09B BUY NY STOP,11232.5,11233.75,-59.0,9.0,NQ09B SELL NY STOP,2020-08-07 09:30:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,11232.75,12.75,11245.75,11219.75,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,11234.0,11231.75,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
250,2020-08-09 18:00,WEEKLY,2,11140.5,11148.5,311.0,9.0,NQ09B BUY WEEKLY W80,11140.0,11141.25,-59.0,9.0,NQ09B SELL WEEKLY STOP,2020-08-09 18:00:00,2020-08,2020,252.0,True,False,BUY_TARGET,11140.25,8.0,11148.5,11132.0,CONTROL_DERIVED_2T_ENTRY_SLIP,2,BUY,11141.5,11148.5,ORIGINAL_TARGET,271.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
251,2020-08-10 09:30,NY,2,11138.0,11136.75,-59.0,9.0,NQ09B BUY NY STOP,11137.5,11138.75,-59.0,9.0,NQ09B SELL NY STOP,2020-08-10 09:30:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,11137.75,12.75,11150.75,11124.75,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,11139.0,11136.75,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
252,2020-08-11 09:30,NY,2,11027.5,11026.25,-59.0,9.0,NQ09B BUY NY STOP,11027.0,11028.25,-59.0,9.0,NQ09B SELL NY STOP,2020-08-11 09:30:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,11027.25,12.75,11040.25,11014.25,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,11028.5,11026.25,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
253,2020-08-11 18:00,WEEKDAY_PREMIUM,2,10928.75,10927.5,-59.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,10928.25,10929.5,-59.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2020-08-11 18:00:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,10928.5,8.0,10936.75,10920.25,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,10929.75,10927.5,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
254,2020-08-12 09:30,NY,2,10958.5,10957.25,-59.0,9.0,NQ09B BUY NY STOP,10958.0,10959.25,-59.0,9.0,NQ09B SELL NY STOP,2020-08-12 09:30:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,10958.25,12.75,10971.25,10945.25,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,10959.5,10957.25,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
255,2020-08-12 18:00,WEEKDAY_PREMIUM,2,11115.75,11114.5,-59.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,11115.25,11107.25,311.0,9.0,NQ09B SELL WEEKDAY 1800 D80,2020-08-12 18:00:00,2020-08,2020,252.0,False,True,SELL_TARGET,11115.5,8.0,11123.75,11107.25,CONTROL_DERIVED_2T_ENTRY_SLIP,2,SELL,11114.25,11107.25,ORIGINAL_TARGET,271.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
256,2020-08-13 09:30,NY,2,11173.75,11172.5,-59.0,9.0,NQ09B BUY NY STOP,11173.25,11174.5,-59.0,9.0,NQ09B SELL NY STOP,2020-08-13 09:30:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,11173.5,12.75,11186.5,11160.5,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,11174.75,11172.5,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
257,2020-08-14 09:30,NY,2,11191.25,11190.0,-59.0,9.0,NQ09B BUY NY STOP,11190.75,11192.0,-59.0,9.0,NQ09B SELL NY STOP,2020-08-14 09:30:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,11191.0,12.75,11204.0,11178.0,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,11192.25,11190.0,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
258,2020-08-16 18:00,WEEKLY,2,11145.25,11144.0,-59.0,9.0,NQ09B BUY WEEKLY STOP,11144.75,11146.0,-59.0,9.0,NQ09B SELL WEEKLY STOP,2020-08-16 18:00:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,11145.0,8.0,11153.25,11136.75,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,11146.25,11144.0,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
259,2020-08-17 09:30,NY,2,11229.0,11227.75,-59.0,9.0,NQ09B BUY NY STOP,11228.5,11229.75,-59.0,9.0,NQ09B SELL NY STOP,2020-08-17 09:30:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,11228.75,12.75,11241.75,11215.75,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,11230.0,11227.75,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
260,2020-08-18 09:30,NY,2,11330.25,11329.0,-59.0,9.0,NQ09B BUY NY STOP,11329.75,11331.0,-59.0,9.0,NQ09B SELL NY STOP,2020-08-18 09:30:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,11330.0,12.75,11343.0,11317.0,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,11331.25,11329.0,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
261,2020-08-19 09:30,NY,2,11392.75,11391.5,-59.0,9.0,NQ09B BUY NY STOP,11392.25,11393.5,-59.0,9.0,NQ09B SELL NY STOP,2020-08-19 09:30:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,11392.5,12.75,11405.5,11379.5,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,11393.75,11391.5,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
262,2020-08-20 09:30,NY,2,11284.75,11283.5,-59.0,9.0,NQ09B BUY NY STOP,11284.25,11271.5,501.0,9.0,NQ09B SELL NY N130 TP2,2020-08-20 09:30:00,2020-08,2020,442.0,False,True,SELL_TARGET,11284.5,12.75,11297.5,11271.5,CONTROL_DERIVED_2T_ENTRY_SLIP,2,SELL,11283.25,11271.5,ORIGINAL_TARGET,461.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
263,2020-08-21 09:30,NY,2,11481.5,11480.25,-59.0,9.0,NQ09B BUY NY STOP,11481.0,11482.25,-59.0,9.0,NQ09B SELL NY STOP,2020-08-21 09:30:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,11481.25,12.75,11494.25,11468.25,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,11482.5,11480.25,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
264,2020-08-23 18:00,WEEKLY,2,11581.25,11580.0,-59.0,9.0,NQ09B BUY WEEKLY STOP,11580.75,11582.0,-59.0,9.0,NQ09B SELL WEEKLY STOP,2020-08-23 18:00:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,11581.0,8.0,11589.25,11572.75,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,11582.25,11580.0,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
265,2020-08-24 09:30,NY,2,11687.5,11686.25,-59.0,9.0,NQ09B BUY NY STOP,11687.0,11688.25,-59.0,9.0,NQ09B SELL NY STOP,2020-08-24 09:30:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,11687.25,12.75,11700.25,11674.25,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,11688.5,11686.25,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
266,2020-08-25 09:30,NY,2,11591.5,11590.25,-59.0,9.0,NQ09B BUY NY STOP,11591.0,11578.25,501.0,9.0,NQ09B SELL NY N130 TP2,2020-08-25 09:30:00,2020-08,2020,442.0,False,True,SELL_TARGET,11591.25,12.75,11604.25,11578.25,CONTROL_DERIVED_2T_ENTRY_SLIP,2,SELL,11590.0,11578.25,ORIGINAL_TARGET,461.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
267,2020-08-25 18:00,WEEKDAY_PREMIUM,2,11739.75,11738.5,-59.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,11739.25,11731.25,311.0,9.0,NQ09B SELL WEEKDAY 1800 D80,2020-08-25 18:00:00,2020-08,2020,252.0,False,True,SELL_TARGET,11739.5,8.0,11747.75,11731.25,CONTROL_DERIVED_2T_ENTRY_SLIP,2,SELL,11738.25,11731.25,ORIGINAL_TARGET,271.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
268,2020-08-26 09:30,NY,2,11768.5,11767.25,-59.0,9.0,NQ09B BUY NY STOP,11768.0,11769.25,-59.0,9.0,NQ09B SELL NY STOP,2020-08-26 09:30:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,11768.25,12.75,11781.25,11755.25,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,11769.5,11767.25,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
269,2020-08-26 18:00,WEEKDAY_WEAK,1,11984.75,11983.5,-29.5,4.5,NQ09B BUY WEEKDAY 1800 STOP,11984.25,11976.25,155.5,4.5,NQ09B SELL WEEKDAY 1800 D80,2020-08-26 18:00:00,2020-08,2020,126.0,False,True,SELL_TARGET,11984.5,8.0,11992.75,11976.25,CONTROL_DERIVED_2T_ENTRY_SLIP,2,SELL,11983.25,11976.25,ORIGINAL_TARGET,135.5,9.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
270,2020-08-27 09:30,NY,2,12013.5,12012.25,-59.0,9.0,NQ09B BUY NY STOP,12013.0,12014.25,-59.0,9.0,NQ09B SELL NY STOP,2020-08-27 09:30:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,12013.25,12.75,12026.25,12000.25,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,12014.5,12012.25,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
271,2020-08-27 18:00,WEEKDAY_WEAK,1,11953.5,11952.25,-29.5,4.5,NQ09B BUY WEEKDAY 1800 STOP,11953.0,11954.25,-29.5,4.5,NQ09B SELL WEEKDAY 1800 STOP,2020-08-27 18:00:00,2020-08,2020,-59.0,False,False,DOUBLE_STOP,11953.25,8.0,11961.5,11945.0,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,11954.5,11952.25,ORIGINAL_SURVIVOR_STOP,-49.5,9.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
272,2020-08-28 09:30,NY,2,11979.75,11978.5,-59.0,9.0,NQ09B BUY NY STOP,11979.25,11980.5,-59.0,9.0,NQ09B SELL NY STOP,2020-08-28 09:30:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,11979.5,12.75,11992.5,11966.5,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,11980.75,11978.5,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
273,2020-08-30 18:00,WEEKLY,2,12003.0,12001.75,-59.0,9.0,NQ09B BUY WEEKLY STOP,12002.5,12003.75,-59.0,9.0,NQ09B SELL WEEKLY STOP,2020-08-30 18:00:00,2020-08,2020,-118.0,False,False,DOUBLE_STOP,12002.75,8.0,12011.0,11994.5,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,12004.0,12001.75,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
274,2020-08-31 09:30,NY,2,12017.5,12016.25,-59.0,9.0,NQ09B BUY NY STOP,12017.0,12004.25,501.0,9.0,NQ09B SELL NY N130 TP2,2020-08-31 09:30:00,2020-08,2020,442.0,False,True,SELL_TARGET,12017.25,12.75,12030.25,12004.25,CONTROL_DERIVED_2T_ENTRY_SLIP,2,SELL,12016.0,12004.25,ORIGINAL_TARGET,461.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
275,2020-08-31 18:00,WEEKDAY_WEAK,1,12110.0,12108.75,-29.5,4.5,NQ09B BUY WEEKDAY 1800 STOP,12109.5,12110.75,-29.5,4.5,NQ09B SELL WEEKDAY 1800 STOP,2020-08-31 18:00:00,2020-08,2020,-59.0,False,False,DOUBLE_STOP,12109.75,8.0,12118.0,12101.5,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,12111.0,12108.75,ORIGINAL_SURVIVOR_STOP,-49.5,9.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
276,2020-09-01 09:30,NY,2,12199.0,12197.75,-59.0,9.0,NQ09B BUY NY STOP,12198.5,12199.75,-59.0,9.0,NQ09B SELL NY STOP,2020-09-01 09:30:00,2020-09,2020,-118.0,False,False,DOUBLE_STOP,12198.75,12.75,12211.75,12185.75,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,12200.0,12197.75,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
277,2020-09-01 18:00,WEEKDAY_PREMIUM,2,12325.75,12324.5,-59.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,12325.25,12326.5,-59.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2020-09-01 18:00:00,2020-09,2020,-118.0,False,False,DOUBLE_STOP,12325.5,8.0,12333.75,12317.25,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,12326.75,12324.5,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
278,2020-09-02 09:30,NY,2,12432.5,12431.25,-59.0,9.0,NQ09B BUY NY STOP,12432.0,12433.25,-59.0,9.0,NQ09B SELL NY STOP,2020-09-02 09:30:00,2020-09,2020,-118.0,False,False,DOUBLE_STOP,12432.25,12.75,12445.25,12419.25,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,12433.5,12431.25,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
279,2020-09-03 09:30,NY,2,12224.5,12237.25,501.0,9.0,NQ09B BUY NY N130 TP2,12224.0,12225.25,-59.0,9.0,NQ09B SELL NY STOP,2020-09-03 09:30:00,2020-09,2020,442.0,True,False,BUY_TARGET,12224.25,12.75,12237.25,12211.25,CONTROL_DERIVED_2T_ENTRY_SLIP,2,BUY,12225.5,12237.25,ORIGINAL_TARGET,461.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
280,2020-09-03 18:00,WEEKDAY_PREMIUM,2,11745.25,11744.0,-59.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,11744.75,11736.75,311.0,9.0,NQ09B SELL WEEKDAY 1800 D80,2020-09-03 18:00:00,2020-09,2020,252.0,False,True,SELL_TARGET,11745.0,8.0,11753.25,11736.75,CONTROL_DERIVED_2T_ENTRY_SLIP,2,SELL,11743.75,11736.75,ORIGINAL_TARGET,271.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
281,2020-09-04 09:30,NY,2,11714.25,11713.0,-59.0,9.0,NQ09B BUY NY STOP,11713.75,11701.0,501.0,9.0,NQ09B SELL NY N130 TP2,2020-09-04 09:30:00,2020-09,2020,442.0,False,True,SELL_TARGET,11714.0,12.75,11727.0,11701.0,CONTROL_DERIVED_2T_ENTRY_SLIP,2,SELL,11712.75,11701.0,ORIGINAL_TARGET,461.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
282,2020-09-06 18:00,WEEKLY,2,11531.25,11539.25,311.0,9.0,NQ09B BUY WEEKLY W80,11530.75,11532.0,-59.0,9.0,NQ09B SELL WEEKLY STOP,2020-09-06 18:00:00,2020-09,2020,252.0,True,False,BUY_TARGET,11531.0,8.0,11539.25,11522.75,CONTROL_DERIVED_2T_ENTRY_SLIP,2,BUY,11532.25,11539.25,ORIGINAL_TARGET,271.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
283,2020-09-07 09:30,NY,2,11458.0,11456.75,-59.0,9.0,NQ09B BUY NY STOP,11457.5,11458.75,-59.0,9.0,NQ09B SELL NY STOP,2020-09-07 09:30:00,2020-09,2020,-118.0,False,False,DOUBLE_STOP,11457.75,12.75,11470.75,11444.75,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,11459.0,11456.75,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
284,2020-09-08 09:30,NY,2,11158.5,11157.25,-59.0,9.0,NQ09B BUY NY STOP,11158.0,11145.25,501.0,9.0,NQ09B SELL NY N130 TP2,2020-09-08 09:30:00,2020-09,2020,442.0,False,True,SELL_TARGET,11158.25,12.75,11171.25,11145.25,CONTROL_DERIVED_2T_ENTRY_SLIP,2,SELL,11157.0,11145.25,ORIGINAL_TARGET,461.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
285,2020-09-08 18:00,WEEKDAY_PREMIUM,2,11006.25,11005.0,-59.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,11005.75,11007.0,-59.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2020-09-08 18:00:00,2020-09,2020,-118.0,False,False,DOUBLE_STOP,11006.0,8.0,11014.25,10997.75,CONTROL_DERIVED_2T_ENTRY_SLIP,2,EITHER_FIRST_PROOF,11007.25,11005.0,ORIGINAL_SURVIVOR_STOP,-99.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
286,2020-09-09 09:30,NY,2,11292.5,11305.25,501.0,9.0,NQ09B BUY NY N130 TP2,11292.0,11293.25,-59.0,9.0,NQ09B SELL NY STOP,2020-09-09 09:30:00,2020-09,2020,442.0,True,False,BUY_TARGET,11292.25,12.75,11305.25,11279.25,CONTROL_DERIVED_2T_ENTRY_SLIP,2,BUY,11293.5,11305.25,ORIGINAL_TARGET,461.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
287,2020-09-09 18:00,WEEKDAY_WEAK,1,11378.0,11386.0,155.5,4.5,NQ09B BUY WEEKDAY 1800 D80,11377.5,11378.75,-29.5,4.5,NQ09B SELL WEEKDAY 1800 STOP,2020-09-09 18:00:00,2020-09,2020,126.0,True,False,BUY_TARGET,11377.75,8.0,11386.0,11369.5,CONTROL_DERIVED_2T_ENTRY_SLIP,2,BUY,11379.0,11386.0,ORIGINAL_TARGET,135.5,9.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
288,2020-09-10 09:30,NY,2,11517.75,11530.5,501.0,9.0,NQ09B BUY NY N130 TP2,11517.25,11518.5,-59.0,9.0,NQ09B SELL NY STOP,2020-09-10 09:30:00,2020-09,2020,442.0,True,False,BUY_TARGET,11517.5,12.75,11530.5,11504.5,CONTROL_DERIVED_2T_ENTRY_SLIP,2,BUY,11518.75,11530.5,ORIGINAL_TARGET,461.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
289,2020-09-10 18:00,WEEKDAY_WEAK,1,11187.25,11195.25,155.5,4.5,NQ09B BUY WEEKDAY 1800 D80,11186.75,11188.0,-29.5,4.5,NQ09B SELL WEEKDAY 1800 STOP,2020-09-10 18:00:00,2020-09,2020,126.0,True,False,BUY_TARGET,11187.0,8.0,11195.25,11178.75,CONTROL_DERIVED_2T_ENTRY_SLIP,2,BUY,11188.25,11195.25,ORIGINAL_TARGET,135.5,9.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
290,2020-09-11 09:30,NY,2,11244.75,11257.5,501.0,9.0,NQ09B BUY NY N130 TP2,11244.25,11245.5,-59.0,9.0,NQ09B SELL NY STOP,2020-09-11 09:30:00,2020-09,2020,442.0,True,False,BUY_TARGET,11244.5,12.75,11257.5,11231.5,CONTROL_DERIVED_2T_ENTRY_SLIP,2,BUY,11245.75,11257.5,ORIGINAL_TARGET,461.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
291,2020-09-13 18:00,WEEKLY,2,11104.25,11112.25,311.0,9.0,NQ09B BUY WEEKLY W80,11103.75,11105.0,-59.0,9.0,NQ09B SELL WEEKLY STOP,2020-09-13 18:00:00,2020-09,2020,252.0,True,False,BUY_TARGET,11104.0,8.0,11112.25,11095.75,CONTROL_DERIVED_2T_ENTRY_SLIP,2,BUY,11105.25,11112.25,ORIGINAL_TARGET,271.0,19.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
