trade_number,buy_entry_time,buy_entry_price,buy_entry_signal,clock,trade,class,side,q,tim,tm,sp,tp,ref,risk,s60,r1,r2,r60,rg60,ef60,al,wc,cp,pdl,pwl,dh,dl,wh,wl,pdr,pwr,r30,gate,route,buy_exit_time,buy_exit_signal,buy_exit_price,buy_net,buy_commission,sell_entry_time,sell_entry_price,sell_entry_signal,sell_exit_time,sell_exit_signal,sell_exit_price,sell_net,sell_commission,entry_time,label,pair_net,year,month,day_of_week,hour_minute,route_class
1880,2024-11-03 18:00:00,20138.25,NQ09B|clock20241103|trade20241104|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp9.00|ref20170.25|pdr-1.454|pwr0.008|r300.057|gate.06|risk118.00|s60CHOP|r10|r20.072|r600.073|rg600.123|ef601|al0|wc0.601|cp51.1|pdl0.332|pwl0.145|dh1.028|dl0.511|wh1.697|wl0.288,20241103.0,20241104.0,WEEKLY_OPEN,BUY,2.0,WEEKLY 18:00,W80,1.0,9.0,20170.25,118.0,CHOP,0.0,0.072,0.073,0.123,1.0,0.0,0.601,51.1,0.332,0.145,1.028,0.511,1.697,0.288,-1.454,0.008,0.057,0.06,,2024-11-03 18:00:00,NQ09B BUY WEEKLY STOP,20137.0,-59.0,9.0,2024-11-03 18:00:00,20137.75,NQ09B|clock20241103|trade20241104|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp9.00|ref20170.25|pdr-1.454|pwr0.008|r300.057|gate.06|risk118.00|s60CHOP|r10|r20.072|r600.073|rg600.123|ef601|al0|wc0.601|cp51.1|pdl0.332|pwl0.145|dh1.028|dl0.511|wh1.697|wl0.288,2024-11-03 18:00:00,NQ09B SELL WEEKLY W80,20128.75,351.0,9.0,2024-11-03 18:00:00,SELL,292.0,2024,2024-11,Sunday,18:00,WEEKLY
1881,2024-11-04 09:30:00,20120.5,NQ09B|clock20241104|trade20241104|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.50|ref20120.50|risk118.00|s60EXPANSION|r1-0.085|r2-0.044|r60-0.128|rg600.291|ef600.988|al1|wc0.603|cp0.1|pdl0.382|pwl0.144|dh0.535|dl0.33|wh2.132|wl0.358,20241104.0,20241104.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,14.5,20120.5,118.0,EXPANSION,-0.085,-0.044,-0.128,0.291,0.988,1.0,0.603,0.1,0.382,0.144,0.535,0.33,2.132,0.358,,,,,,2024-11-04 09:30:00,NQ09B BUY NY N130 TP2,20135.0,571.0,9.0,2024-11-04 09:30:00,20120.0,NQ09B|clock20241104|trade20241104|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.50|ref20120.50|risk118.00|s60EXPANSION|r1-0.085|r2-0.044|r60-0.128|rg600.291|ef600.988|al1|wc0.603|cp0.1|pdl0.382|pwl0.144|dh0.535|dl0.33|wh2.132|wl0.358,2024-11-04 09:30:00,NQ09B SELL NY STOP,20121.25,-59.0,9.0,2024-11-04 09:30:00,BUY,512.0,2024,2024-11,Monday,09:30,NY
1882,2024-11-05 09:30:00,20152.5,NQ09B|clock20241105|trade20241105|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.50|ref20152.25|risk118.00|s60CHOP|r10.087|r2-0.093|r60-0.006|rg600.184|ef600.032|al0|wc0.361|cp26.1|pdl0.591|pwl0.184|dh0.313|dl0.453|wh2.068|wl0.467,20241105.0,20241105.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,14.5,20152.25,118.0,CHOP,0.087,-0.093,-0.006,0.184,0.032,0.0,0.361,26.1,0.591,0.184,0.313,0.453,2.068,0.467,,,,,,2024-11-05 09:30:00,NQ09B BUY NY STOP,20151.25,-59.0,9.0,2024-11-05 09:30:00,20152.0,NQ09B|clock20241105|trade20241105|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.50|ref20152.25|risk118.00|s60CHOP|r10.087|r2-0.093|r60-0.006|rg600.184|ef600.032|al0|wc0.361|cp26.1|pdl0.591|pwl0.184|dh0.313|dl0.453|wh2.068|wl0.467,2024-11-05 09:30:00,NQ09B SELL NY STOP,20153.25,-59.0,9.0,2024-11-05 09:30:00,SKIP,-118.0,2024,2024-11,Tuesday,09:30,NY
1883,2024-11-05 18:00:00,20360.75,NQ09B|clock20241105|trade20241106|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp9.00|ref20362.75|r300.091|gate.06|risk59.00|s60NORMAL|r1-0.038|r20.11|r600.07|rg600.156|ef600.462|al0|wc0.398|cp38.1|pdl1.485|pwl0.454|dh0.371|dl1.137|wh1.384|wl1.151,20241105.0,20241106.0,DAILY_REOPEN,BUY,1.0,18:00,D80,1.0,9.0,20362.75,59.0,NORMAL,-0.038,0.11,0.07,0.156,0.462,0.0,0.398,38.1,1.485,0.454,0.371,1.137,1.384,1.151,,,0.091,0.06,IMM1800_WEAK,2024-11-05 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,20359.5,-29.5,4.5,2024-11-05 18:00:00,20360.25,NQ09B|clock20241105|trade20241106|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp9.00|ref20362.75|r300.091|gate.06|risk59.00|s60NORMAL|r1-0.038|r20.11|r600.07|rg600.156|ef600.462|al0|wc0.398|cp38.1|pdl1.485|pwl0.454|dh0.371|dl1.137|wh1.384|wl1.151,2024-11-05 18:00:00,NQ09B SELL WEEKDAY 1800 STOP,20361.5,-29.5,4.5,2024-11-05 18:00:00,SKIP,-59.0,2024,2024-11,Tuesday,18:00,WEEKDAY_WEAK
1884,2024-11-06 09:30:00,20685.0,NQ09B|clock20241106|trade20241106|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20685.75|risk118.00|s60CHOP|r1-0.003|r2-0.058|r60-0.062|rg600.214|ef601|al1|wc0.774|cp15.1|pdl1.873|pwl0.868|dh0.968|dl2.076|wh0.331|wl2.183,20241106.0,20241106.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,14.75,20685.75,118.0,CHOP,-0.003,-0.058,-0.062,0.214,1.0,1.0,0.774,15.1,1.873,0.868,0.968,2.076,0.331,2.183,,,,,,2024-11-06 09:30:00,NQ09B BUY NY STOP,20683.75,-59.0,9.0,2024-11-06 09:30:00,20684.5,NQ09B|clock20241106|trade20241106|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20685.75|risk118.00|s60CHOP|r1-0.003|r2-0.058|r60-0.062|rg600.214|ef601|al1|wc0.774|cp15.1|pdl1.873|pwl0.868|dh0.968|dl2.076|wh0.331|wl2.183,2024-11-06 09:30:00,NQ09B SELL NY STOP,20685.75,-59.0,9.0,2024-11-06 09:30:00,SKIP,-118.0,2024,2024-11,Wednesday,09:30,NY
1885,2024-11-06 18:00:00,20923.75,NQ09B|clock20241106|trade20241107|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp9.00|ref20922.50|r300.123|gate.06|risk118.00|s60EXPANSION|r10.048|r20.044|r600.092|rg600.16|ef600.983|al1|wc0.653|cp36.1|pdl2.562|pwl1.172|dh1.731|dl2.839|wh0.432|wl2.946,20241106.0,20241107.0,DAILY_REOPEN,BUY,2.0,18:00,D80,1.0,9.0,20922.5,118.0,EXPANSION,0.048,0.044,0.092,0.16,0.983,1.0,0.653,36.1,2.562,1.172,1.731,2.839,0.432,2.946,,,0.123,0.06,IMM1800_PREMIUM,2024-11-06 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,20922.5,-59.0,9.0,2024-11-06 18:00:00,20923.25,NQ09B|clock20241106|trade20241107|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp9.00|ref20922.50|r300.123|gate.06|risk118.00|s60EXPANSION|r10.048|r20.044|r600.092|rg600.16|ef600.983|al1|wc0.653|cp36.1|pdl2.562|pwl1.172|dh1.731|dl2.839|wh0.432|wl2.946,2024-11-06 18:00:00,NQ09B SELL WEEKDAY 1800 D80,20914.25,351.0,9.0,2024-11-06 18:00:00,SELL,292.0,2024,2024-11,Wednesday,18:00,WEEKDAY_PREMIUM
1886,2024-11-07 09:30:00,21007.0,NQ09B|clock20241107|trade20241107|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21006.50|risk118.00|s60CHOP|r10.063|r20.02|r600.08|rg600.188|ef600.93|al1|wc0.632|cp25.1|pdl1.116|pwl1.279|dh0.215|dl2.058|wh0.657|wl3.008,20241107.0,20241107.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,15.0,21006.5,118.0,CHOP,0.063,0.02,0.08,0.188,0.93,1.0,0.632,25.1,1.116,1.279,0.215,2.058,0.657,3.008,,,,,,2024-11-07 09:30:00,NQ09B BUY NY STOP,21005.75,-59.0,9.0,2024-11-07 09:30:00,21006.5,NQ09B|clock20241107|trade20241107|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21006.50|risk118.00|s60CHOP|r10.063|r20.02|r600.08|rg600.188|ef600.93|al1|wc0.632|cp25.1|pdl1.116|pwl1.279|dh0.215|dl2.058|wh0.657|wl3.008,2024-11-07 09:30:00,NQ09B SELL NY STOP,21007.75,-59.0,9.0,2024-11-07 09:30:00,SKIP,-118.0,2024,2024-11,Thursday,09:30,NY
1887,2024-11-08 09:30:00,21185.75,NQ09B|clock20241108|trade20241108|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21186.00|risk118.00|s60CHOP|r10.07|r2-0.059|r600.013|rg600.106|ef600.097|al0|wc0.285|cp57.1|pdl0.829|pwl1.51|dh0.199|dl0.966|wh1.183|wl3.504,20241108.0,20241108.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,15.0,21186.0,118.0,CHOP,0.07,-0.059,0.013,0.106,0.097,0.0,0.285,57.1,0.829,1.51,0.199,0.966,1.183,3.504,,,,,,2024-11-08 09:30:00,NQ09B BUY NY N130 TP2,21200.75,591.0,9.0,2024-11-08 09:30:00,21185.25,NQ09B|clock20241108|trade20241108|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21186.00|risk118.00|s60CHOP|r10.07|r2-0.059|r600.013|rg600.106|ef600.097|al0|wc0.285|cp57.1|pdl0.829|pwl1.51|dh0.199|dl0.966|wh1.183|wl3.504,2024-11-08 09:30:00,NQ09B SELL NY STOP,21186.5,-59.0,9.0,2024-11-08 09:30:00,BUY,532.0,2024,2024-11,Friday,09:30,NY
1888,2024-11-10 18:00:00,21250.0,NQ09B|clock20241110|trade20241111|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp9.25|ref21226.75|pdr0.896|pwr-1.108|r300.036|gate.06|risk118.00|s60CHOP|r1-0.011|r2-0.013|r60-0.022|rg600.057|ef600.882|al1|wc0.744|cp77.1|pdl0.933|pwl1.562|dh0.078|dl1.087|wh1.304|wl3.625,20241110.0,20241111.0,WEEKLY_OPEN,BUY,2.0,WEEKLY 18:00,W80,1.0,9.25,21226.75,118.0,CHOP,-0.011,-0.013,-0.022,0.057,0.882,1.0,0.744,77.1,0.933,1.562,0.078,1.087,1.304,3.625,0.896,-1.108,0.036,0.06,,2024-11-10 18:00:00,NQ09B BUY WEEKLY STOP,21248.75,-59.0,9.0,2024-11-10 18:00:00,21249.5,NQ09B|clock20241110|trade20241111|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp9.25|ref21226.75|pdr0.896|pwr-1.108|r300.036|gate.06|risk118.00|s60CHOP|r1-0.011|r2-0.013|r60-0.022|rg600.057|ef600.882|al1|wc0.744|cp77.1|pdl0.933|pwl1.562|dh0.078|dl1.087|wh1.304|wl3.625,2024-11-10 18:00:00,NQ09B SELL WEEKLY STOP,21250.75,-59.0,9.0,2024-11-10 18:00:00,SKIP,-118.0,2024,2024-11,Sunday,18:00,WEEKLY
1889,2024-11-11 09:30:00,21283.25,NQ09B|clock20241111|trade20241111|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21282.75|risk118.00|s60NORMAL|r1-0.057|r2-0.022|r60-0.078|rg600.093|ef600.962|al1|wc0.487|cp63.1|pdl1.124|pwl1.014|dh0.055|dl0.5|wh0.055|wl3.94,20241111.0,20241111.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,15.0,21282.75,118.0,NORMAL,-0.057,-0.022,-0.078,0.093,0.962,1.0,0.487,63.1,1.124,1.014,0.055,0.5,0.055,3.94,,,,,,2024-11-11 09:30:00,NQ09B BUY NY STOP,21282.0,-59.0,9.0,2024-11-11 09:30:00,21282.75,NQ09B|clock20241111|trade20241111|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21282.75|risk118.00|s60NORMAL|r1-0.057|r2-0.022|r60-0.078|rg600.093|ef600.962|al1|wc0.487|cp63.1|pdl1.124|pwl1.014|dh0.055|dl0.5|wh0.055|wl3.94,2024-11-11 09:30:00,NQ09B SELL NY STOP,21284.0,-59.0,9.0,2024-11-11 09:30:00,SKIP,-118.0,2024,2024-11,Monday,09:30,NY
1890,2024-11-12 09:30:00,21214.5,NQ09B|clock20241112|trade20241112|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21214.00|risk118.00|s60CHOP|r1-0.024|r20.044|r600.021|rg600.117|ef600.295|al0|wc0.653|cp53.1|pdl0.477|pwl0.959|dh0.4|dl0.366|wh0.161|wl3.793,20241112.0,20241112.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,15.0,21214.0,118.0,CHOP,-0.024,0.044,0.021,0.117,0.295,0.0,0.653,53.1,0.477,0.959,0.4,0.366,0.161,3.793,,,,,,2024-11-12 09:30:00,NQ09B BUY NY STOP,21213.25,-59.0,9.0,2024-11-12 09:30:00,21214.0,NQ09B|clock20241112|trade20241112|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21214.00|risk118.00|s60CHOP|r1-0.024|r20.044|r600.021|rg600.117|ef600.295|al0|wc0.653|cp53.1|pdl0.477|pwl0.959|dh0.4|dl0.366|wh0.161|wl3.793,2024-11-12 09:30:00,NQ09B SELL NY STOP,21215.25,-59.0,9.0,2024-11-12 09:30:00,SKIP,-118.0,2024,2024-11,Tuesday,09:30,NY
1891,2024-11-12 18:00:00,21178.25,NQ09B|clock20241112|trade20241113|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp9.25|ref21178.00|r300.064|gate.06|risk59.00|s60CHOP|r1-0.049|r20.028|r60-0.022|rg600.073|ef600.286|al0|wc0.366|cp71.1|pdl0.329|pwl0.931|dh0.514|dl0.252|wh0.275|wl3.68,20241112.0,20241113.0,DAILY_REOPEN,BUY,1.0,18:00,D80,1.0,9.25,21178.0,59.0,CHOP,-0.049,0.028,-0.022,0.073,0.286,0.0,0.366,71.1,0.329,0.931,0.514,0.252,0.275,3.68,,,0.064,0.06,IMM1800_WEAK,2024-11-12 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,21177.0,-29.5,4.5,2024-11-12 18:00:00,21177.75,NQ09B|clock20241112|trade20241113|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp9.25|ref21178.00|r300.064|gate.06|risk59.00|s60CHOP|r1-0.049|r20.028|r60-0.022|rg600.073|ef600.286|al0|wc0.366|cp71.1|pdl0.329|pwl0.931|dh0.514|dl0.252|wh0.275|wl3.68,2024-11-12 18:00:00,NQ09B SELL WEEKDAY 1800 STOP,21179.0,-29.5,4.5,2024-11-12 18:00:00,SKIP,-59.0,2024,2024-11,Tuesday,18:00,WEEKDAY_WEAK
1892,2024-11-13 09:30:00,21159.0,NQ09B|clock20241113|trade20241113|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21158.50|risk118.00|s60SHOCK|r1-0.051|r20.091|r600.042|rg600.356|ef600.292|al0|wc0.716|cp0.1|pdl0.527|pwl0.915|dh0.303|dl0.337|wh0.346|wl3.718,20241113.0,20241113.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,15.0,21158.5,118.0,SHOCK,-0.051,0.091,0.042,0.356,0.292,0.0,0.716,0.1,0.527,0.915,0.303,0.337,0.346,3.718,,,,,,2024-11-13 09:30:00,NQ09B BUY NY STOP,21157.75,-59.0,9.0,2024-11-13 09:30:00,21158.5,NQ09B|clock20241113|trade20241113|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21158.50|risk118.00|s60SHOCK|r1-0.051|r20.091|r600.042|rg600.356|ef600.292|al0|wc0.716|cp0.1|pdl0.527|pwl0.915|dh0.303|dl0.337|wh0.346|wl3.718,2024-11-13 09:30:00,NQ09B SELL NY STOP,21159.75,-59.0,9.0,2024-11-13 09:30:00,SKIP,-118.0,2024,2024-11,Wednesday,09:30,NY
1893,2024-11-13 18:00:00,21167.25,NQ09B|clock20241113|trade20241114|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp9.25|ref21166.00|r300.083|gate.06|risk59.00|s60CHOP|r1-0.019|r20.043|r600.023|rg600.11|ef600.359|al0|wc0.667|cp56.1|pdl0.565|pwl0.921|dh0.278|dl0.361|wh0.321|wl3.743,20241113.0,20241114.0,DAILY_REOPEN,BUY,1.0,18:00,D80,1.0,9.25,21166.0,59.0,CHOP,-0.019,0.043,0.023,0.11,0.359,0.0,0.667,56.1,0.565,0.921,0.278,0.361,0.321,3.743,,,0.083,0.06,IMM1800_WEAK,2024-11-13 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,21166.0,-29.5,4.5,2024-11-13 18:00:00,21166.75,NQ09B|clock20241113|trade20241114|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp9.25|ref21166.00|r300.083|gate.06|risk59.00|s60CHOP|r1-0.019|r20.043|r600.023|rg600.11|ef600.359|al0|wc0.667|cp56.1|pdl0.565|pwl0.921|dh0.278|dl0.361|wh0.321|wl3.743,2024-11-13 18:00:00,NQ09B SELL WEEKDAY 1800 D80,21157.5,180.5,4.5,2024-11-13 18:00:00,SELL,151.0,2024,2024-11,Wednesday,18:00,WEEKDAY_WEAK
1894,2024-11-14 09:30:00,21138.0,NQ09B|clock20241114|trade20241114|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21137.00|risk118.00|s60NORMAL|r10.007|r2-0.131|r60-0.121|rg600.203|ef600.859|al0|wc0.527|cp19.1|pdl0.38|pwl0.898|dh0.437|dl0.267|wh0.425|wl3.732,20241114.0,20241114.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,15.0,21137.0,118.0,NORMAL,0.007,-0.131,-0.121,0.203,0.859,0.0,0.527,19.1,0.38,0.898,0.437,0.267,0.425,3.732,,,,,,2024-11-14 09:30:00,NQ09B BUY NY STOP,21136.75,-59.0,9.0,2024-11-14 09:30:00,21137.5,NQ09B|clock20241114|trade20241114|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21137.00|risk118.00|s60NORMAL|r10.007|r2-0.131|r60-0.121|rg600.203|ef600.859|al0|wc0.527|cp19.1|pdl0.38|pwl0.898|dh0.437|dl0.267|wh0.425|wl3.732,2024-11-14 09:30:00,NQ09B SELL NY STOP,21138.75,-59.0,9.0,2024-11-14 09:30:00,SKIP,-118.0,2024,2024-11,Thursday,09:30,NY
1895,2024-11-14 18:00:00,20977.75,NQ09B|clock20241114|trade20241115|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp9.25|ref20981.75|r300.073|gate.06|risk59.00|s60NORMAL|r10.038|r2-0.131|r60-0.089|rg600.208|ef600.512|al0|wc0.396|cp17.1|pdl-0.353|pwl0.774|dh0.952|dl0.248|wh0.94|wl3.216,20241114.0,20241115.0,DAILY_REOPEN,BUY,1.0,18:00,D80,1.0,9.25,20981.75,59.0,NORMAL,0.038,-0.131,-0.089,0.208,0.512,0.0,0.396,17.1,-0.353,0.774,0.952,0.248,0.94,3.216,,,0.073,0.06,IMM1800_WEAK,2024-11-14 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,20976.5,-29.5,4.5,2024-11-14 18:00:00,20977.25,NQ09B|clock20241114|trade20241115|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp9.25|ref20981.75|r300.073|gate.06|risk59.00|s60NORMAL|r10.038|r2-0.131|r60-0.089|rg600.208|ef600.512|al0|wc0.396|cp17.1|pdl-0.353|pwl0.774|dh0.952|dl0.248|wh0.94|wl3.216,2024-11-14 18:00:00,NQ09B SELL WEEKDAY 1800 STOP,20978.5,-29.5,4.5,2024-11-14 18:00:00,SKIP,-59.0,2024,2024-11,Thursday,18:00,WEEKDAY_WEAK
1896,2024-11-15 09:30:00,20759.0,NQ09B|clock20241115|trade20241115|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20758.75|risk118.00|s60SHOCK|r1-0.177|r2-0.069|r60-0.247|rg600.371|ef601|al1|wc0.432|cp0.1|pdl-0.8|pwl0.596|dh1.454|dl0.646|wh1.706|wl2.513,20241115.0,20241115.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,14.75,20758.75,118.0,SHOCK,-0.177,-0.069,-0.247,0.371,1.0,1.0,0.432,0.1,-0.8,0.596,1.454,0.646,1.706,2.513,,,,,,2024-11-15 09:30:00,NQ09B BUY NY N130 TP2,20773.75,581.0,9.0,2024-11-15 09:30:00,20758.5,NQ09B|clock20241115|trade20241115|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20758.75|risk118.00|s60SHOCK|r1-0.177|r2-0.069|r60-0.247|rg600.371|ef601|al1|wc0.432|cp0.1|pdl-0.8|pwl0.596|dh1.454|dl0.646|wh1.706|wl2.513,2024-11-15 09:30:00,NQ09B SELL NY STOP,20759.75,-59.0,9.0,2024-11-15 09:30:00,BUY,522.0,2024,2024-11,Friday,09:30,NY
1897,2024-11-17 18:00:00,20504.25,NQ09B|clock20241117|trade20241118|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp9.00|ref20503.25|pdr-0.523|pwr3.683|r300.046|gate.06|risk118.00|s60CHOP|r10.039|r20.001|r600.038|rg600.108|ef600.918|al1|wc0.743|cp57.1|pdl-1.865|pwl0.392|dh2.315|dl1.507|wh2.566|wl1.652,20241117.0,20241118.0,WEEKLY_OPEN,BUY,2.0,WEEKLY 18:00,W80,1.0,9.0,20503.25,118.0,CHOP,0.039,0.001,0.038,0.108,0.918,1.0,0.743,57.1,-1.865,0.392,2.315,1.507,2.566,1.652,-0.523,3.683,0.046,0.06,,2024-11-17 18:00:00,NQ09B BUY WEEKLY W80,20513.25,351.0,9.0,2024-11-17 18:00:00,20503.75,NQ09B|clock20241117|trade20241118|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp9.00|ref20503.25|pdr-0.523|pwr3.683|r300.046|gate.06|risk118.00|s60CHOP|r10.039|r20.001|r600.038|rg600.108|ef600.918|al1|wc0.743|cp57.1|pdl-1.865|pwl0.392|dh2.315|dl1.507|wh2.566|wl1.652,2024-11-17 18:00:00,NQ09B SELL WEEKLY STOP,20505.0,-59.0,9.0,2024-11-17 18:00:00,BUY,292.0,2024,2024-11,Sunday,18:00,WEEKLY
1898,2024-11-18 09:30:00,20557.25,NQ09B|clock20241118|trade20241118|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20557.00|risk118.00|s60EXPANSION|r10.007|r20.156|r600.161|rg600.277|ef600.972|al1|wc0.464|cp0.1|pdl0.263|pwl0.162|dh1.331|dl0.476|wh2.457|wl0.476,20241118.0,20241118.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,14.75,20557.0,118.0,EXPANSION,0.007,0.156,0.161,0.277,0.972,1.0,0.464,0.1,0.263,0.162,1.331,0.476,2.457,0.476,,,,,,2024-11-18 09:30:00,NQ09B BUY NY STOP,20556.0,-59.0,9.0,2024-11-18 09:30:00,20556.75,NQ09B|clock20241118|trade20241118|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20557.00|risk118.00|s60EXPANSION|r10.007|r20.156|r600.161|rg600.277|ef600.972|al1|wc0.464|cp0.1|pdl0.263|pwl0.162|dh1.331|dl0.476|wh2.457|wl0.476,2024-11-18 09:30:00,NQ09B SELL NY STOP,20558.0,-59.0,9.0,2024-11-18 09:30:00,SKIP,-118.0,2024,2024-11,Monday,09:30,NY
1899,2024-11-19 09:30:00,20521.75,NQ09B|clock20241119|trade20241119|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20521.75|risk118.00|s60SHOCK|r10.319|r2-0.461|r60-0.144|rg600.595|ef600.185|al0|wc0.169|cp0.1|pdl0.184|pwl0.125|dh0.645|dl0.146|wh2.609|wl0.371,20241119.0,20241119.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,14.75,20521.75,118.0,SHOCK,0.319,-0.461,-0.144,0.595,0.185,0.0,0.169,0.1,0.184,0.125,0.645,0.146,2.609,0.371,,,,,,2024-11-19 09:30:00,NQ09B BUY NY STOP,20520.5,-59.0,9.0,2024-11-19 09:30:00,20521.25,NQ09B|clock20241119|trade20241119|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20521.75|risk118.00|s60SHOCK|r10.319|r2-0.461|r60-0.144|rg600.595|ef600.185|al0|wc0.169|cp0.1|pdl0.184|pwl0.125|dh0.645|dl0.146|wh2.609|wl0.371,2024-11-19 09:30:00,NQ09B SELL NY STOP,20522.5,-59.0,9.0,2024-11-19 09:30:00,SKIP,-118.0,2024,2024-11,Tuesday,09:30,NY
1900,2024-11-20 09:30:00,20753.25,NQ09B|clock20241120|trade20241120|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20753.25|risk118.00|s60EXPANSION|r1-0.123|r2-0.071|r60-0.195|rg600.26|ef601|al1|wc0.318|cp0.1|pdl0.904|pwl0.372|dh0.122|dl1.156|wh1.832|wl1.085,20241120.0,20241120.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,14.75,20753.25,118.0,EXPANSION,-0.123,-0.071,-0.195,0.26,1.0,1.0,0.318,0.1,0.904,0.372,0.122,1.156,1.832,1.085,,,,,,2024-11-20 09:30:00,NQ09B BUY NY STOP,20752.0,-59.0,9.0,2024-11-20 09:30:00,20752.75,NQ09B|clock20241120|trade20241120|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20753.25|risk118.00|s60EXPANSION|r1-0.123|r2-0.071|r60-0.195|rg600.26|ef601|al1|wc0.318|cp0.1|pdl0.904|pwl0.372|dh0.122|dl1.156|wh1.832|wl1.085,2024-11-20 09:30:00,NQ09B SELL NY STOP,20754.0,-59.0,9.0,2024-11-20 09:30:00,SKIP,-118.0,2024,2024-11,Wednesday,09:30,NY
