trade_number,entry_time,buy_entry,quantity,route,buy_entry_signal,buy_exit,buy_net,buy_commission,buy_favorable_usd,buy_adverse_usd,buy_exit_signal,sell_entry,sell_entry_signal,sell_exit,sell_net,sell_commission,sell_favorable_usd,sell_adverse_usd,sell_exit_signal,buy_stop,sell_stop,outcome,pair_net,buy_mfe_points,sell_mfe_points,max_mfe_points,mfe_side,year,month
1910,2024-11-28 09:30:00,20874.25,2,NY,NQ09B|clock20241128|trade20241128|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20874.25|risk118.00|s60CHOP|r10.011|r20.006|r600.016|rg600.063|ef600.909|al1|wc0.829|cp75.1|pdl0.579|pwl0.94|dh0.458|dl0.63|wh0.1|wl1.556,20889.0,581.0,9.0,585.5,-14.5,NQ09B BUY NY N130 TP2,20873.75,NQ09B|clock20241128|trade20241128|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20874.25|risk118.00|s60CHOP|r10.011|r20.006|r600.016|rg600.063|ef600.909|al1|wc0.829|cp75.1|pdl0.579|pwl0.94|dh0.458|dl0.63|wh0.1|wl1.556,20875.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,False,True,BUY_TARGET,522.0,14.75,0.0,14.75,BUY,2024,2024-11
1911,2024-11-29 09:30:00,20830.75,2,NY,NQ09B|clock20241129|trade20241129|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20830.50|risk118.00|s60CHOP|r10.006|r2-0.036|r60-0.029|rg600.195|ef600.698|al0|wc0.841|cp22.1|pdl0.452|pwl0.856|dh0.596|dl0.492|wh0.238|wl1.417,20829.5,-59.0,9.0,575.5,-54.5,NQ09B BUY NY STOP,20830.25,NQ09B|clock20241129|trade20241129|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20830.50|risk118.00|s60CHOP|r10.006|r2-0.036|r60-0.029|rg600.195|ef600.698|al0|wc0.841|cp22.1|pdl0.452|pwl0.856|dh0.596|dl0.492|wh0.238|wl1.417,20831.5,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,14.5,0.0,14.5,BUY,2024,2024-11
1912,2024-12-01 18:00:00,20995.5,2,WEEKLY,NQ09B|clock20241201|trade20241202|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp9.25|ref20991.25|pdr-0.562|pwr1.094|r300.047|gate.06|risk118.00|s60CHOP|r10.002|r20.021|r600.023|rg600.118|ef600.935|al1|wc0.851|cp53.1|pdl0.919|pwl1.163|dh0.088|dl1|wh0.27|wl1.926,20994.25,-59.0,9.0,335.5,-54.5,NQ09B BUY WEEKLY STOP,20995.0,NQ09B|clock20241201|trade20241202|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp9.25|ref20991.25|pdr-0.562|pwr1.094|r300.047|gate.06|risk118.00|s60CHOP|r10.002|r20.021|r600.023|rg600.118|ef600.935|al1|wc0.851|cp53.1|pdl0.919|pwl1.163|dh0.088|dl1|wh0.27|wl1.926,20996.25,-59.0,9.0,0.0,-54.5,NQ09B SELL WEEKLY STOP,True,True,DOUBLE_STOP,-118.0,8.5,0.0,8.5,BUY,2024,2024-12
1913,2024-12-02 09:30:00,21043.0,2,NY,NQ09B|clock20241202|trade20241202|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21043.00|risk118.00|s60CHOP|r10.053|r20.011|r600.064|rg600.138|ef601|al1|wc0.592|cp45.1|pdl1.12|pwl0.906|dh0.083|dl0.769|wh0.123|wl1.192,21041.75,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,21042.5,NQ09B|clock20241202|trade20241202|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21043.00|risk118.00|s60CHOP|r10.053|r20.011|r600.064|rg600.138|ef601|al1|wc0.592|cp45.1|pdl1.12|pwl0.906|dh0.083|dl0.769|wh0.123|wl1.192,21027.5,591.0,9.0,595.5,-14.5,NQ09B SELL NY N130 TP2,True,False,SELL_TARGET,532.0,0.0,15.0,15.0,SELL,2024,2024-12
1914,2024-12-02 18:00:00,21220.25,1,WEEKDAY_WEAK,NQ09B|clock20241202|trade20241203|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp9.25|ref21211.00|r300.075|gate.06|risk59.00|s60CHOP|r1-0.046|r20.027|r60-0.019|rg600.102|ef600.253|al0|wc0.536|cp59.1|pdl1.913|pwl1.32|dh0.627|dl1.314|wh0.421|wl1.736,21219.0,-29.5,4.5,0.0,-27.25,NQ09B BUY WEEKDAY 1800 STOP,21219.75,NQ09B|clock20241202|trade20241203|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp9.25|ref21211.00|r300.075|gate.06|risk59.00|s60CHOP|r1-0.046|r20.027|r60-0.019|rg600.102|ef600.253|al0|wc0.536|cp59.1|pdl1.913|pwl1.32|dh0.627|dl1.314|wh0.421|wl1.736,21210.5,180.5,4.5,182.75,-7.25,NQ09B SELL WEEKDAY 1800 D80,True,False,SELL_TARGET,151.0,0.0,9.25,9.25,SELL,2024,2024-12
1915,2024-12-03 09:30:00,21158.25,2,NY,NQ09B|clock20241203|trade20241203|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21157.25|risk118.00|s60EXPANSION|r1-0.126|r2-0.036|r60-0.162|rg600.263|ef600.99|al1|wc0.478|cp0.1|pdl0.679|pwl1.188|dh0.331|dl0.702|wh0.246|wl1.558,21157.0,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,21157.75,NQ09B|clock20241203|trade20241203|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21157.25|risk118.00|s60EXPANSION|r1-0.126|r2-0.036|r60-0.162|rg600.263|ef600.99|al1|wc0.478|cp0.1|pdl0.679|pwl1.188|dh0.331|dl0.702|wh0.246|wl1.558,21142.75,591.0,9.0,595.5,-14.5,NQ09B SELL NY N130 TP2,True,False,SELL_TARGET,532.0,0.0,15.0,15.0,SELL,2024,2024-12
1916,2024-12-04 09:30:00,21417.75,2,NY,NQ09B|clock20241204|trade20241204|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21418.00|risk118.00|s60CHOP|r1-0.1|r20.085|r60-0.016|rg600.139|ef600.085|al0|wc0.253|cp44.1|pdl1.457|pwl1.83|dh0.295|dl0.942|wh1.119|wl2.466,21416.5,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,21417.25,NQ09B|clock20241204|trade20241204|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21418.00|risk118.00|s60CHOP|r1-0.1|r20.085|r60-0.016|rg600.139|ef600.085|al0|wc0.253|cp44.1|pdl1.457|pwl1.83|dh0.295|dl0.942|wh1.119|wl2.466,21402.25,591.0,9.0,595.5,-14.5,NQ09B SELL NY N130 TP2,True,False,SELL_TARGET,532.0,0.0,15.0,15.0,SELL,2024,2024-12
1917,2024-12-05 09:30:00,21535.5,2,NY,NQ09B|clock20241205|trade20241205|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21535.25|risk118.00|s60CHOP|r10.028|r2-0.003|r600.026|rg600.102|ef600.795|al0|wc0.784|cp59.1|pdl0.945|pwl2.119|dh0.044|dl0.768|wh1.52|wl2.879,21550.5,591.0,9.0,595.5,-14.5,NQ09B BUY NY N130 TP2,21535.0,NQ09B|clock20241205|trade20241205|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21535.25|risk118.00|s60CHOP|r10.028|r2-0.003|r600.026|rg600.102|ef600.795|al0|wc0.784|cp59.1|pdl0.945|pwl2.119|dh0.044|dl0.768|wh1.52|wl2.879,21536.25,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,False,True,BUY_TARGET,532.0,15.0,0.0,15.0,BUY,2024,2024-12
1918,2024-12-06 09:30:00,21491.25,2,NY,NQ09B|clock20241206|trade20241206|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21491.00|risk118.00|s60CHOP|r10.001|r20.066|r600.066|rg600.312|ef600.974|al1|wc0.836|cp0.1|pdl0.412|pwl2.01|dh0.266|dl0.187|wh1.43|wl2.846,21490.0,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,21490.75,NQ09B|clock20241206|trade20241206|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21491.00|risk118.00|s60CHOP|r10.001|r20.066|r600.066|rg600.312|ef600.974|al1|wc0.836|cp0.1|pdl0.412|pwl2.01|dh0.266|dl0.187|wh1.43|wl2.846,21492.0,-59.0,9.0,185.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,4.75,4.75,SELL,2024,2024-12
1919,2024-12-08 18:00:00,21649.25,2,WEEKLY,NQ09B|clock20241208|trade20241209|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp9.50|ref21634.00|pdr-0.139|pwr0.204|r300.03|gate.06|risk118.00|s60NORMAL|r10.004|r2-0.089|r60-0.085|rg600.113|ef600.907|al0|wc0.277|cp55.1|pdl1.514|pwl2.362|dh0.233|dl0.685|wh1.928|wl3.344,21648.0,-59.0,9.0,0.0,-54.5,NQ09B BUY WEEKLY STOP,21648.75,NQ09B|clock20241208|trade20241209|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp9.50|ref21634.00|pdr-0.139|pwr0.204|r300.03|gate.06|risk118.00|s60NORMAL|r10.004|r2-0.089|r60-0.085|rg600.113|ef600.907|al0|wc0.277|cp55.1|pdl1.514|pwl2.362|dh0.233|dl0.685|wh1.928|wl3.344,21639.25,371.0,9.0,375.5,-14.5,NQ09B SELL WEEKLY W80,True,False,SELL_TARGET,312.0,0.0,9.5,9.5,SELL,2024,2024-12
1920,2024-12-09 09:30:00,21615.25,2,NY,NQ09B|clock20241209|trade20241209|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.50|ref21614.50|risk118.00|s60CHOP|r1-0.021|r2-0.011|r60-0.029|rg600.084|ef600.846|al1|wc0.798|cp67.1|pdl0.776|pwl0.925|dh0.193|dl0.669|wh0.193|wl2.377,21630.75,611.0,9.0,615.5,-14.5,NQ09B BUY NY N130 TP2,21614.75,NQ09B|clock20241209|trade20241209|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.50|ref21614.50|risk118.00|s60CHOP|r1-0.021|r2-0.011|r60-0.029|rg600.084|ef600.846|al1|wc0.798|cp67.1|pdl0.776|pwl0.925|dh0.193|dl0.669|wh0.193|wl2.377,21616.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,False,True,BUY_TARGET,552.0,15.5,0.0,15.5,BUY,2024,2024-12
1921,2024-12-10 09:30:00,21533.0,2,NY,NQ09B|clock20241210|trade20241210|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21532.50|risk118.00|s60CHOP|r10.109|r2-0.049|r600.06|rg600.158|ef600.382|al0|wc0.341|cp37.1|pdl0.357|pwl0.812|dh0.614|dl0.341|wh0.484|wl2.095,21531.75,-59.0,9.0,5.5,-54.5,NQ09B BUY NY STOP,21532.5,NQ09B|clock20241210|trade20241210|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21532.50|risk118.00|s60CHOP|r10.109|r2-0.049|r600.06|rg600.158|ef600.382|al0|wc0.341|cp37.1|pdl0.357|pwl0.812|dh0.614|dl0.341|wh0.484|wl2.095,21517.5,591.0,9.0,595.5,-34.5,NQ09B SELL NY N130 TP2,True,False,SELL_TARGET,532.0,0.25,15.0,15.0,SELL,2024,2024-12
1922,2024-12-11 09:30:00,21589.75,2,NY,NQ09B|clock20241211|trade20241211|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21590.00|risk118.00|s60SHOCK|r10.219|r20.232|r600.449|rg600.498|ef600.992|al1|wc0.154|cp0.1|pdl0.934|pwl0.891|dh0.06|dl0.845|wh0.282|wl2.315,21588.5,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,21589.25,NQ09B|clock20241211|trade20241211|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21590.00|risk118.00|s60SHOCK|r10.219|r20.232|r600.449|rg600.498|ef600.992|al1|wc0.154|cp0.1|pdl0.934|pwl0.891|dh0.06|dl0.845|wh0.282|wl2.315,21574.25,591.0,9.0,595.5,-14.5,NQ09B SELL NY N130 TP2,True,False,SELL_TARGET,532.0,0.0,15.0,15.0,SELL,2024,2024-12
1923,2024-12-12 09:30:00,21694.25,2,NY,NQ09B|clock20241212|trade20241212|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.50|ref21693.75|risk118.00|s60CHOP|r10.034|r2-0.09|r60-0.056|rg600.296|ef600.448|al0|wc0.679|cp0.1|pdl0.695|pwl1.034|dh0.435|dl0.992|wh0.084|wl2.596,21693.0,-59.0,9.0,95.5,-54.5,NQ09B BUY NY STOP,21693.75,NQ09B|clock20241212|trade20241212|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.50|ref21693.75|risk118.00|s60CHOP|r10.034|r2-0.09|r60-0.056|rg600.296|ef600.448|al0|wc0.679|cp0.1|pdl0.695|pwl1.034|dh0.435|dl0.992|wh0.084|wl2.596,21695.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,2.5,0.0,2.5,BUY,2024,2024-12
1924,2024-12-12 18:00:00,21721.0,1,WEEKDAY_WEAK,NQ09B|clock20241212|trade20241213|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp9.50|ref21630.25|r300.189|gate.06|risk59.00|s60CHOP|r1-0.182|r20.135|r60-0.046|rg600.278|ef600.144|al0|wc0.316|cp0.1|pdl0.542|pwl0.947|dh0.654|dl0.773|wh0.134|wl2.378,21730.5,185.5,4.5,187.75,-7.25,NQ09B BUY WEEKDAY 1800 D80,21720.5,NQ09B|clock20241212|trade20241213|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp9.50|ref21630.25|r300.189|gate.06|risk59.00|s60CHOP|r1-0.182|r20.135|r60-0.046|rg600.278|ef600.144|al0|wc0.316|cp0.1|pdl0.542|pwl0.947|dh0.654|dl0.773|wh0.134|wl2.378,21721.75,-29.5,4.5,0.0,-27.25,NQ09B SELL WEEKDAY 1800 STOP,False,True,BUY_TARGET,156.0,9.5,0.0,9.5,BUY,2024,2024-12
1925,2024-12-13 09:30:00,21795.5,2,NY,NQ09B|clock20241213|trade20241213|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.50|ref21795.25|risk118.00|s60EXPANSION|r1-0.093|r2-0.057|r60-0.148|rg600.234|ef600.988|al1|wc0.437|cp6.1|pdl1.135|pwl1.173|dh0.08|dl0.675|wh0.445|wl3.021,21794.25,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,21795.0,NQ09B|clock20241213|trade20241213|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.50|ref21795.25|risk118.00|s60EXPANSION|r1-0.093|r2-0.057|r60-0.148|rg600.234|ef600.988|al1|wc0.437|cp6.1|pdl1.135|pwl1.173|dh0.08|dl0.675|wh0.445|wl3.021,21796.25,-59.0,9.0,195.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,5.0,5.0,SELL,2024,2024-12
1926,2024-12-15 18:00:00,21780.5,2,WEEKLY,NQ09B|clock20241215|trade20241216|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp9.50|ref21760.50|pdr-0.373|pwr2.337|r300.054|gate.06|risk118.00|s60NORMAL|r10.008|r2-0.14|r60-0.132|rg600.163|ef600.892|al0|wc0.271|cp35.1|pdl0.929|pwl1.125|dh0.042|dl0.552|wh0.322|wl2.898,21790.0,371.0,9.0,375.5,-14.5,NQ09B BUY WEEKLY W80,21780.0,NQ09B|clock20241215|trade20241216|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp9.50|ref21760.50|pdr-0.373|pwr2.337|r300.054|gate.06|risk118.00|s60NORMAL|r10.008|r2-0.14|r60-0.132|rg600.163|ef600.892|al0|wc0.271|cp35.1|pdl0.929|pwl1.125|dh0.042|dl0.552|wh0.322|wl2.898,21781.25,-59.0,9.0,0.0,-54.5,NQ09B SELL WEEKLY STOP,False,True,BUY_TARGET,312.0,9.5,0.0,9.5,BUY,2024,2024-12
1927,2024-12-16 09:30:00,21899.75,2,NY,NQ09B|clock20241216|trade20241216|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.50|ref21899.00|risk118.00|s60CHOP|r1-0.042|r20.029|r60-0.012|rg600.116|ef600.175|al0|wc0.574|cp53.1|pdl0.963|pwl0.984|dh0.032|dl0.827|wh0.032|wl1.943,21898.5,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,21899.25,NQ09B|clock20241216|trade20241216|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.50|ref21899.00|risk118.00|s60CHOP|r1-0.042|r20.029|r60-0.012|rg600.116|ef600.175|al0|wc0.574|cp53.1|pdl0.963|pwl0.984|dh0.032|dl0.827|wh0.032|wl1.943,21900.5,-59.0,9.0,125.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,3.25,3.25,SELL,2024,2024-12
1928,2024-12-17 09:30:00,22336.25,2,NY,NQ09B|clock20241217|trade20241217|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.75|ref22336.00|risk118.00|s60CHOP|r1-0.057|r20.032|r60-0.026|rg600.145|ef600.288|al0|wc0.667|cp42.1|pdl1.47|pwl1.771|dh0.635|dl1.986|wh1.481|wl3.402,22335.0,-59.0,9.0,65.5,-54.5,NQ09B BUY NY STOP,22335.75,NQ09B|clock20241217|trade20241217|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.75|ref22336.00|risk118.00|s60CHOP|r1-0.057|r20.032|r60-0.026|rg600.145|ef600.288|al0|wc0.667|cp42.1|pdl1.47|pwl1.771|dh0.635|dl1.986|wh1.481|wl3.402,22337.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,1.75,0.0,1.75,BUY,2024,2024-12
1929,2024-12-17 18:00:00,22309.5,1,WEEKDAY_WEAK,NQ09B|clock20241217|trade20241218|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp9.75|ref22304.75|r300.098|gate.06|risk59.00|s60CHOP|r1-0.024|r2-0.011|r60-0.035|rg600.114|ef601|al1|wc0.833|cp54.1|pdl1.39|pwl1.715|dh0.527|dl1.878|wh1.373|wl3.294,22308.25,-29.5,4.5,0.0,-27.25,NQ09B BUY WEEKDAY 1800 STOP,22309.0,NQ09B|clock20241217|trade20241218|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp9.75|ref22304.75|r300.098|gate.06|risk59.00|s60CHOP|r1-0.024|r2-0.011|r60-0.035|rg600.114|ef601|al1|wc0.833|cp54.1|pdl1.39|pwl1.715|dh0.527|dl1.878|wh1.373|wl3.294,22299.25,190.5,4.5,192.75,-7.25,NQ09B SELL WEEKDAY 1800 D80,True,False,SELL_TARGET,161.0,0.0,9.75,9.75,SELL,2024,2024-12
1930,2024-12-18 09:30:00,22280.75,2,NY,NQ09B|clock20241218|trade20241218|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.75|ref22280.00|risk118.00|s60SHOCK|r1-0.027|r2-0.261|r60-0.288|rg600.333|ef601|al1|wc0.278|cp0.1|pdl0.197|pwl1.67|dh0.501|dl0.123|wh1.279|wl3.188,22296.5,621.0,9.0,625.5,-14.5,NQ09B BUY NY N130 TP2,22280.25,NQ09B|clock20241218|trade20241218|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.75|ref22280.00|risk118.00|s60SHOCK|r1-0.027|r2-0.261|r60-0.288|rg600.333|ef601|al1|wc0.278|cp0.1|pdl0.197|pwl1.67|dh0.501|dl0.123|wh1.279|wl3.188,22281.5,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,False,True,BUY_TARGET,562.0,15.75,0.0,15.75,BUY,2024,2024-12
1931,2024-12-18 18:00:00,21500.0,2,WEEKDAY_PREMIUM,NQ09B|clock20241218|trade20241219|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp9.25|ref21459.50|r300.196|gate.06|risk118.00|s60SHOCK|r10.01|r2-0.135|r60-0.125|rg600.703|ef600.858|al0|wc0.838|cp0.1|pdl-4.324|pwl0.192|dh3.322|dl2.698|wh1.542|wl0.367,21509.25,361.0,9.0,365.5,-14.5,NQ09B BUY WEEKDAY 1800 D80,21499.5,NQ09B|clock20241218|trade20241219|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp9.25|ref21459.50|r300.196|gate.06|risk118.00|s60SHOCK|r10.01|r2-0.135|r60-0.125|rg600.703|ef600.858|al0|wc0.838|cp0.1|pdl-4.324|pwl0.192|dh3.322|dl2.698|wh1.542|wl0.367,21500.75,-59.0,9.0,0.0,-54.5,NQ09B SELL WEEKDAY 1800 STOP,False,True,BUY_TARGET,302.0,9.25,0.0,9.25,BUY,2024,2024-12
1932,2024-12-19 09:30:00,21677.25,2,NY,NQ09B|clock20241219|trade20241219|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.50|ref21677.00|risk118.00|s60CHOP|r10.154|r2-0.114|r600.038|rg600.23|ef600.141|al0|wc0.327|cp8.1|pdl0.34|pwl0.584|dh2.048|dl1.055|wh0.666|wl0.934,21692.75,611.0,9.0,615.5,-14.5,NQ09B BUY NY N130 TP2,21676.75,NQ09B|clock20241219|trade20241219|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.50|ref21677.00|risk118.00|s60CHOP|r10.154|r2-0.114|r600.038|rg600.23|ef600.141|al0|wc0.327|cp8.1|pdl0.34|pwl0.584|dh2.048|dl1.055|wh0.666|wl0.934,21678.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,False,True,BUY_TARGET,552.0,15.5,0.0,15.5,BUY,2024,2024-12
1933,2024-12-19 18:00:00,21429.5,2,WEEKDAY_PREMIUM,NQ09B|clock20241219|trade20241220|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp9.25|ref21408.25|r300.111|gate.06|risk118.00|s60EXPANSION|r10.074|r20.02|r600.091|rg600.213|ef600.941|al1|wc0.632|cp15.1|pdl0.09|pwl0.1|dh2.823|dl0.28|wh1.44|wl0.16,21428.25,-59.0,9.0,0.0,-54.5,NQ09B BUY WEEKDAY 1800 STOP,21429.0,NQ09B|clock20241219|trade20241220|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp9.25|ref21408.25|r300.111|gate.06|risk118.00|s60EXPANSION|r10.074|r20.02|r600.091|rg600.213|ef600.941|al1|wc0.632|cp15.1|pdl0.09|pwl0.1|dh2.823|dl0.28|wh1.44|wl0.16,21419.75,361.0,9.0,365.5,-14.5,NQ09B SELL WEEKDAY 1800 D80,True,False,SELL_TARGET,302.0,0.0,9.25,9.25,SELL,2024,2024-12
1934,2024-12-20 09:30:00,21210.75,2,NY,NQ09B|clock20241220|trade20241220|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21211.00|risk118.00|s60SHOCK|r1-0.017|r20.341|r600.322|rg600.402|ef600.892|al0|wc0.368|cp0.1|pdl-0.383|pwl-0.255|dh1.401|dl0.388|wh2.006|wl0.408,21225.75,591.0,9.0,595.5,-14.5,NQ09B BUY NY N130 TP2,21210.25,NQ09B|clock20241220|trade20241220|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21211.00|risk118.00|s60SHOCK|r1-0.017|r20.341|r600.322|rg600.402|ef600.892|al0|wc0.368|cp0.1|pdl-0.383|pwl-0.255|dh1.401|dl0.388|wh2.006|wl0.408,21211.5,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,False,True,BUY_TARGET,532.0,15.0,0.0,15.0,BUY,2024,2024-12
1935,2024-12-22 18:00:00,21566.25,2,WEEKLY,NQ09B|clock20241222|trade20241223|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp9.25|ref21552.50|pdr-0.348|pwr0.422|r300.118|gate.06|risk118.00|s60CHOP|r10.095|r2-0.14|r60-0.044|rg600.335|ef600.187|al0|wc0.46|cp0.1|pdl0.587|pwl0.36|dh0.418|dl0.595|wh1.023|wl0.575,21575.5,361.0,9.0,365.5,-24.5,NQ09B BUY WEEKLY W80,21565.75,NQ09B|clock20241222|trade20241223|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp9.25|ref21552.50|pdr-0.348|pwr0.422|r300.118|gate.06|risk118.00|s60CHOP|r10.095|r2-0.14|r60-0.044|rg600.335|ef600.187|al0|wc0.46|cp0.1|pdl0.587|pwl0.36|dh0.418|dl0.595|wh1.023|wl0.575,21567.0,-59.0,9.0,0.0,-54.5,NQ09B SELL WEEKLY STOP,False,True,BUY_TARGET,302.0,9.25,0.0,9.25,BUY,2024,2024-12
1936,2024-12-23 09:30:00,21619.5,2,NY,NQ09B|clock20241223|trade20241223|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.50|ref21619.50|risk118.00|s60CHOP|r10.124|r2-0.226|r60-0.102|rg600.306|ef600.292|al0|wc0.263|cp0.1|pdl0.761|pwl0.432|dh0.507|dl1.613|wh2.121|wl1.613,21618.25,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,21619.0,NQ09B|clock20241223|trade20241223|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.50|ref21619.50|risk118.00|s60CHOP|r10.124|r2-0.226|r60-0.102|rg600.306|ef600.292|al0|wc0.263|cp0.1|pdl0.761|pwl0.432|dh0.507|dl1.613|wh2.121|wl1.613,21620.25,-59.0,9.0,395.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,10.0,10.0,SELL,2024,2024-12
